piece	staff	bigram_id	n0_tpc	n0_octave	n1_tpc	n1_octave	n0_midi	int_fifths	int_octaves	int_semitones
chor053	2	17	4	4	6	4	64	2	-1	2
chor053	2	18	6	4	1	4	66	-5	3	1
chor053	2	19	1	4	-3	4	67	-4	2	-4
chor053	2	20	-3	4	2	4	63	5	-3	-1
chor053	2	21	2	4	2	4	62	0	0	0
chor053	2	22	2	4	1	4	62	-1	1	5
chor053	2	23	1	4	-1	4	67	-2	1	-2
chor053	2	24	-1	4	1	4	65	2	-1	2
chor053	2	25	1	4	-1	4	67	-2	1	-2
chor053	2	26	-1	4	-1	4	65	0	0	0
chor053	2	27	-1	4	-1	4	65	0	0	0
chor053	2	28	-1	4	-2	4	65	-1	1	5
chor053	2	29	-2	4	-2	4	70	0	0	0
chor053	2	30	-2	4	3	4	70	5	-3	-1
chor053	2	31	3	4	3	4	69	0	0	0
chor053	2	32	3	4	1	4	69	-2	1	-2
chor053	2	33	1	4	-3	4	67	-4	2	-4
chor053	2	34	-3	4	2	4	63	5	-3	-1
chor053	2	35	2	4	2	4	62	0	0	0
chor053	2	36	2	4	2	4	62	0	0	0
chor053	3	0	-2	3	2	4	58	4	-2	4
chor053	3	1	2	4	2	4	62	0	0	0
chor053	3	2	2	4	2	4	62	0	0	0
chor053	3	3	2	4	2	4	62	0	0	0
chor053	3	4	2	4	0	4	62	-2	1	-2
chor053	3	5	0	4	-2	3	60	-2	1	-2
chor053	3	6	-2	3	0	4	58	2	-1	2
chor053	3	7	0	4	2	4	60	2	-1	2
chor053	3	8	2	4	2	4	62	0	0	0
chor053	3	9	2	4	2	4	62	0	0	0
chor053	3	10	2	4	1	4	62	-1	1	5
chor053	3	11	1	4	1	4	67	0	0	0
chor053	3	12	1	4	-1	4	67	-2	1	-2
chor053	3	13	-1	4	5	3	65	6	-4	-6
chor053	3	14	5	3	7	4	59	2	-1	2
chor053	3	15	7	4	2	4	61	-5	3	1
chor053	3	16	2	4	3	3	62	1	-1	-5
chor053	3	17	3	3	3	3	57	0	0	0
chor053	3	18	3	3	-2	3	57	-5	3	1
chor053	3	19	-2	3	3	3	58	5	-3	-1
chor053	3	20	3	3	3	3	57	0	0	0
chor053	3	21	3	3	1	3	57	-2	1	-2
chor053	3	22	1	3	-3	4	55	-4	3	8
chor053	3	23	-3	4	2	4	63	5	-3	-1
chor053	3	24	2	4	-3	4	62	-5	3	1
chor053	3	25	-3	4	2	4	63	5	-3	-1
chor053	3	26	2	4	0	4	62	-2	1	-2
chor053	3	27	0	4	2	4	60	2	-1	2
chor053	3	28	2	4	2	4	62	0	0	0
chor053	3	29	2	4	0	4	62	-2	1	-2
chor053	3	30	0	4	0	4	60	0	0	0
chor053	3	31	0	4	3	3	60	3	-2	-3
chor053	3	32	3	3	2	4	57	-1	1	5
chor053	3	33	2	4	2	4	62	0	0	0
chor053	3	34	2	4	0	4	62	-2	1	-2
chor053	3	35	0	4	-2	3	60	-2	1	-2
chor053	3	36	-2	3	3	3	58	5	-3	-1
chor053	3	37	3	3	5	3	57	2	-1	2
chor053	4	0	1	3	3	3	55	2	-1	2
chor053	4	1	3	3	-2	3	57	-5	3	1
chor053	4	2	-2	3	3	3	58	5	-3	-1
chor053	4	3	3	3	1	3	57	-2	1	-2
chor053	4	4	1	3	6	3	55	5	-3	-1
chor053	4	5	6	3	1	3	54	-5	3	1
chor053	4	6	1	3	-2	2	55	-3	1	-9
chor053	4	7	-2	2	3	2	46	5	-3	-1
chor053	4	8	3	2	1	2	45	-2	1	-2
chor053	4	9	1	2	2	3	43	1	0	7
chor053	4	10	2	3	-2	3	50	-4	3	8
chor053	4	11	-2	3	3	3	58	5	-3	-1
chor053	4	12	3	3	1	3	57	-2	1	-2
chor053	4	13	1	3	7	4	55	6	-3	6
chor053	4	14	7	4	2	4	61	-5	3	1
chor053	4	15	2	4	2	3	62	0	-1	-12
chor053	4	16	2	3	4	3	50	2	-1	2
chor053	4	17	4	3	-1	3	52	-5	3	1
chor053	4	18	-1	3	1	3	53	2	-1	2
chor053	4	19	1	3	3	3	55	2	-1	2
chor053	4	20	3	3	3	2	57	0	-1	-12
chor053	4	21	3	2	2	3	45	-1	1	5
chor053	4	22	2	3	1	2	50	-1	0	-7
chor053	4	23	1	2	1	3	43	0	1	12
chor053	4	24	1	3	6	3	55	5	-3	-1
chor053	4	25	6	3	1	3	54	-5	3	1
chor053	4	26	1	3	3	3	55	2	-1	2
chor053	4	27	3	3	-2	3	57	-5	3	1
chor053	4	28	-2	3	-3	3	58	-1	0	-7
chor053	4	29	-3	3	-1	3	51	2	-1	2
chor053	4	30	-1	3	-1	2	53	0	-1	-12
chor053	4	31	-1	2	-2	2	41	-1	1	5
chor053	4	32	-2	2	-2	3	46	0	1	12
chor053	4	33	-2	3	-3	3	58	-1	0	-7
chor053	4	34	-3	3	-1	3	51	2	-1	2
chor053	4	35	-1	3	6	3	53	7	-4	1
chor053	4	36	6	3	1	3	54	-5	3	1
chor053	4	37	1	3	0	3	55	-1	0	-7
chor053	4	38	0	3	2	3	48	2	-1	2
chor053	4	39	2	3	2	3	50	0	0	0
chor053	4	40	2	3	1	2	50	-1	0	-7
chor054	1	0	1	4	2	5	67	1	0	7
chor054	1	1	2	5	2	5	74	0	0	0
chor054	1	2	2	5	2	5	74	0	0	0
chor054	1	3	2	5	2	5	74	0	0	0
chor054	1	4	2	5	4	5	74	2	-1	2
chor054	1	5	4	5	2	5	76	-2	1	-2
chor054	1	6	2	5	0	5	74	-2	1	-2
chor054	1	7	0	5	5	4	72	5	-3	-1
chor054	1	8	5	4	3	4	71	-2	1	-2
chor054	1	9	3	4	5	4	69	2	-1	2
chor054	1	10	5	4	7	5	71	2	-1	2
chor054	1	11	7	5	2	5	73	-5	3	1
chor054	1	12	2	5	4	5	74	2	-1	2
chor054	1	13	4	5	4	5	76	0	0	0
chor054	1	14	4	5	2	5	76	-2	1	-2
chor054	1	15	2	5	2	5	74	0	0	0
chor054	1	16	2	5	2	5	74	0	0	0
chor054	1	17	2	5	2	5	74	0	0	0
chor054	1	18	2	5	2	5	74	0	0	0
chor054	1	19	2	5	5	4	74	3	-2	-3
chor054	1	20	5	4	0	5	71	-5	3	1
chor054	1	21	0	5	2	5	72	2	-1	2
chor054	1	22	2	5	0	5	74	-2	1	-2
chor054	1	23	0	5	5	4	72	5	-3	-1
chor054	1	24	5	4	3	4	71	-2	1	-2
chor054	1	25	3	4	2	5	69	-1	1	5
chor054	1	26	2	5	0	5	74	-2	1	-2
chor054	1	27	0	5	5	4	72	5	-3	-1
chor054	1	28	5	4	3	4	71	-2	1	-2
chor054	1	29	3	4	3	4	69	0	0	0
chor054	1	30	3	4	1	4	69	-2	1	-2
chor054	1	31	1	4	3	4	67	2	-1	2
chor054	1	32	3	4	5	4	69	2	-1	2
chor054	1	33	5	4	0	5	71	-5	3	1
chor054	1	34	0	5	2	5	72	2	-1	2
chor054	1	35	2	5	2	5	74	0	0	0
chor054	1	36	2	5	0	5	74	-2	1	-2
chor054	1	37	0	5	5	4	72	5	-3	-1
chor054	1	38	5	4	3	4	71	-2	1	-2
chor054	1	39	3	4	5	4	69	2	-1	2
chor054	1	40	5	4	3	4	71	-2	1	-2
chor054	1	41	3	4	1	4	69	-2	1	-2
chor054	2	0	2	4	2	4	62	0	0	0
chor054	2	1	2	4	4	4	62	2	-1	2
chor054	2	2	4	4	6	4	64	2	-1	2
chor054	2	3	6	4	1	4	66	-5	3	1
chor054	2	4	1	4	1	4	67	0	0	0
chor054	2	5	1	4	1	4	67	0	0	0
chor054	2	6	1	4	6	4	67	5	-3	-1
chor054	2	7	6	4	1	4	66	-5	3	1
chor054	2	8	1	4	3	4	67	2	-1	2
chor054	2	9	3	4	1	4	69	-2	1	-2
chor054	2	10	1	4	6	4	67	5	-3	-1
chor054	2	11	6	4	4	4	66	-2	1	-2
chor054	2	12	4	4	6	4	64	2	-1	2
chor054	2	13	6	4	1	4	66	-5	3	1
chor054	2	14	1	4	6	4	67	5	-3	-1
chor054	2	15	6	4	3	4	66	-3	2	3
chor054	2	16	3	4	1	4	69	-2	1	-2
chor054	2	17	1	4	6	4	67	5	-3	-1
chor054	2	18	6	4	1	4	66	-5	3	1
chor054	2	19	1	4	1	4	67	0	0	0
chor054	2	20	1	4	1	4	67	0	0	0
chor054	2	21	1	4	3	4	67	2	-1	2
chor054	2	22	3	4	1	4	69	-2	1	-2
chor054	2	23	1	4	6	4	67	5	-3	-1
chor054	2	24	6	4	6	4	66	0	0	0
chor054	2	25	6	4	1	4	66	-5	3	1
chor054	2	26	1	4	3	4	67	2	-1	2
chor054	2	27	3	4	1	4	69	-2	1	-2
chor054	2	28	1	4	1	4	67	0	0	0
chor054	2	29	1	4	4	4	67	3	-2	-3
chor054	2	30	4	4	6	4	64	2	-1	2
chor054	2	31	6	4	1	4	66	-5	3	1
chor054	2	32	1	4	6	4	67	5	-3	-1
chor054	2	33	6	4	1	4	66	-5	3	1
chor054	2	34	1	4	1	4	67	0	0	0
chor054	2	35	1	4	1	4	67	0	0	0
chor054	2	36	1	4	1	4	67	0	0	0
chor054	2	37	1	4	6	4	67	5	-3	-1
chor054	2	38	6	4	2	4	66	-4	2	-4
chor054	3	0	5	3	3	3	59	-2	1	-2
chor054	3	1	3	3	2	4	57	-1	1	5
chor054	3	2	2	4	0	4	62	-2	1	-2
chor054	3	3	0	4	5	3	60	5	-3	-1
chor054	3	4	5	3	0	4	59	-5	3	1
chor054	3	5	0	4	2	4	60	2	-1	2
chor054	3	6	2	4	0	4	62	-2	1	-2
chor054	3	7	0	4	5	3	60	5	-3	-1
chor054	3	8	5	3	3	3	59	-2	1	-2
chor054	3	9	3	3	2	4	57	-1	1	5
chor054	3	10	2	4	2	4	62	0	0	0
chor054	3	11	2	4	2	4	62	0	0	0
chor054	3	12	2	4	1	3	62	-1	0	-7
chor054	3	13	1	3	3	3	55	2	-1	2
chor054	3	14	3	3	5	3	57	2	-1	2
chor054	3	15	5	3	7	4	59	2	-1	2
chor054	3	16	7	4	3	3	61	-4	2	-4
chor054	3	17	3	3	2	4	57	-1	1	5
chor054	3	18	2	4	0	4	62	-2	1	-2
chor054	3	19	0	4	5	3	60	5	-3	-1
chor054	3	20	5	3	0	4	59	-5	3	1
chor054	3	21	0	4	2	4	60	2	-1	2
chor054	3	22	2	4	4	4	62	2	-1	2
chor054	3	23	4	4	2	4	64	-2	1	-2
chor054	3	24	2	4	4	4	62	2	-1	2
chor054	3	25	4	4	3	3	64	-1	0	-7
chor054	3	26	3	3	5	3	57	2	-1	2
chor054	3	27	5	3	5	3	59	0	0	0
chor054	3	28	5	3	3	3	59	-2	1	-2
chor054	3	29	3	3	5	3	57	2	-1	2
chor054	3	30	5	3	0	4	59	-5	3	1
chor054	3	31	0	4	2	4	60	2	-1	2
chor054	3	32	2	4	0	4	62	-2	1	-2
chor054	3	33	0	4	5	3	60	5	-3	-1
chor054	3	34	5	3	4	4	59	-1	1	5
chor054	3	35	4	4	2	4	64	-2	1	-2
chor054	3	36	2	4	5	3	62	3	-2	-3
chor054	3	37	5	3	0	4	59	-5	3	1
chor054	3	38	0	4	2	4	60	2	-1	2
chor054	3	39	2	4	4	4	62	2	-1	2
chor054	3	40	4	4	2	4	64	-2	1	-2
chor054	3	41	2	4	2	4	62	0	0	0
chor054	3	42	2	4	0	4	62	-2	1	-2
chor054	3	43	0	4	5	3	60	5	-3	-1
chor054	4	0	1	3	6	3	55	5	-3	-1
chor054	4	1	6	3	2	3	54	-4	2	-4
chor054	4	2	2	3	1	3	50	-1	1	5
chor054	4	3	1	3	3	3	55	2	-1	2
chor054	4	4	3	3	5	3	57	2	-1	2
chor054	4	5	5	3	0	3	59	-5	2	-11
chor054	4	6	0	3	2	3	48	2	-1	2
chor054	4	7	2	3	1	3	50	-1	1	5
chor054	4	8	1	3	6	3	55	5	-3	-1
chor054	4	9	6	3	4	3	54	-2	1	-2
chor054	4	10	4	3	2	3	52	-2	1	-2
chor054	4	11	2	3	1	3	50	-1	1	5
chor054	4	12	1	3	3	3	55	2	-1	2
chor054	4	13	3	3	2	3	57	-1	0	-7
chor054	4	14	2	3	6	3	50	4	-2	4
chor054	4	15	6	3	1	3	54	-5	3	1
chor054	4	16	1	3	3	3	55	2	-1	2
chor054	4	17	3	3	5	3	57	2	-1	2
chor054	4	18	5	3	4	3	59	-1	0	-7
chor054	4	19	4	3	5	2	52	1	-1	-5
chor054	4	20	5	2	0	3	47	-5	3	1
chor054	4	21	0	3	2	3	48	2	-1	2
chor054	4	22	2	3	5	2	50	3	-2	-3
chor054	4	23	5	2	4	3	47	-1	1	5
chor054	4	24	4	3	6	3	52	2	-1	2
chor054	4	25	6	3	1	3	54	-5	3	1
chor054	4	26	1	3	2	3	55	1	-1	-5
chor054	4	27	2	3	9	3	50	7	-4	1
chor054	4	28	9	3	4	3	51	-5	3	1
chor054	4	29	4	3	6	3	52	2	-1	2
chor054	4	30	6	3	1	3	54	-5	3	1
chor054	4	31	1	3	3	3	55	2	-1	2
chor054	4	32	3	3	5	3	57	2	-1	2
chor054	4	33	5	3	1	3	59	-4	2	-4
chor054	4	34	1	3	4	3	55	3	-2	-3
chor054	4	35	4	3	2	3	52	-2	1	-2
chor054	4	36	2	3	0	3	50	-2	1	-2
chor054	4	37	0	3	2	3	48	2	-1	2
chor054	4	38	2	3	2	3	50	0	0	0
chor054	4	39	2	3	1	2	50	-1	0	-7
chor055	1	0	5	4	7	5	71	2	-1	2
chor055	1	1	7	5	2	5	73	-5	3	1
chor055	1	2	2	5	7	5	74	5	-3	-1
chor055	1	3	7	5	5	4	73	-2	1	-2
chor055	1	4	5	4	6	5	71	1	0	7
chor055	1	5	6	5	4	5	78	-2	1	-2
chor055	1	6	4	5	2	5	76	-2	1	-2
chor055	1	7	2	5	7	5	74	5	-3	-1
chor055	1	8	7	5	7	5	73	0	0	0
chor055	1	9	7	5	2	5	73	-5	3	1
chor055	1	10	2	5	2	5	74	0	0	0
chor055	1	11	2	5	4	5	74	2	-1	2
chor055	1	12	4	5	4	5	76	0	0	0
chor055	1	13	4	5	6	5	76	2	-1	2
chor055	1	14	6	5	6	5	78	0	0	0
chor055	1	15	6	5	4	5	78	-2	1	-2
chor055	1	16	4	5	2	5	76	-2	1	-2
chor055	1	17	2	5	7	5	74	5	-3	-1
chor055	1	18	7	5	5	4	73	-2	1	-2
chor055	1	19	5	4	6	5	71	1	0	7
chor055	1	20	6	5	4	5	78	-2	1	-2
chor055	1	21	4	5	2	5	76	-2	1	-2
chor055	1	22	2	5	7	5	74	5	-3	-1
chor055	1	23	7	5	6	5	73	-1	1	5
chor055	1	24	6	5	4	5	78	-2	1	-2
chor055	1	25	4	5	2	5	76	-2	1	-2
chor055	1	26	2	5	7	5	74	5	-3	-1
chor055	1	27	7	5	7	5	73	0	0	0
chor055	1	28	7	5	2	5	73	-5	3	1
chor055	1	29	2	5	2	5	74	0	0	0
chor055	1	30	2	5	4	5	74	2	-1	2
chor055	1	31	4	5	4	5	76	0	0	0
chor055	1	32	4	5	6	5	76	2	-1	2
chor055	1	33	6	5	6	5	78	0	0	0
chor055	1	34	6	5	4	5	78	-2	1	-2
chor055	1	35	4	5	2	5	76	-2	1	-2
chor055	1	36	2	5	7	5	74	5	-3	-1
chor055	1	37	7	5	5	4	73	-2	1	-2
chor055	2	0	6	4	5	4	66	-1	1	5
chor055	2	1	5	4	10	4	71	5	-3	-1
chor055	2	2	10	4	6	4	70	-4	2	-4
chor055	2	3	6	4	6	4	66	0	0	0
chor055	2	4	6	4	1	4	66	-5	3	1
chor055	2	5	1	4	3	4	67	2	-1	2
chor055	2	6	3	4	6	4	69	3	-2	-3
chor055	2	7	6	4	6	4	66	0	0	0
chor055	2	8	6	4	6	4	66	0	0	0
chor055	2	9	6	4	6	4	66	0	0	0
chor055	2	10	6	4	6	4	66	0	0	0
chor055	2	11	6	4	5	4	66	-1	1	5
chor055	2	12	5	4	3	4	71	-2	1	-2
chor055	2	13	3	4	3	4	69	0	0	0
chor055	2	14	3	4	3	4	69	0	0	0
chor055	2	15	3	4	5	4	69	2	-1	2
chor055	2	16	5	4	7	5	71	2	-1	2
chor055	2	17	7	5	6	4	73	-1	0	-7
chor055	2	18	6	4	6	4	66	0	0	0
chor055	2	19	6	4	4	4	66	-2	1	-2
chor055	2	20	4	4	2	4	64	-2	1	-2
chor055	2	21	2	4	5	4	62	3	-1	9
chor055	2	22	5	4	5	4	71	0	0	0
chor055	2	23	5	4	10	4	71	5	-3	-1
chor055	2	24	10	4	5	4	70	-5	3	1
chor055	2	25	5	4	10	4	71	5	-3	-1
chor055	2	26	10	4	5	4	70	-5	3	1
chor055	2	27	5	4	3	4	71	-2	1	-2
chor055	2	28	3	4	8	4	69	5	-3	-1
chor055	2	29	8	4	3	4	68	-5	3	1
chor055	2	30	3	4	5	4	69	2	-1	2
chor055	2	31	5	4	3	4	71	-2	1	-2
chor055	2	32	3	4	3	4	69	0	0	0
chor055	2	33	3	4	3	4	69	0	0	0
chor055	2	34	3	4	1	4	69	-2	1	-2
chor055	2	35	1	4	6	4	67	5	-3	-1
chor055	2	36	6	4	5	4	66	-1	1	5
chor055	2	37	5	4	3	4	71	-2	1	-2
chor055	2	38	3	4	8	4	69	5	-3	-1
chor055	2	39	8	4	7	5	68	-1	1	5
chor055	2	40	7	5	5	4	73	-2	1	-2
chor055	2	41	5	4	10	4	71	5	-3	-1
chor055	2	42	10	4	5	4	70	-5	3	1
chor055	2	43	5	4	5	4	71	0	0	0
chor055	2	44	5	4	5	4	71	0	0	0
chor055	2	45	5	4	10	4	71	5	-3	-1
chor055	2	46	10	4	6	4	70	-4	2	-4
chor055	3	0	2	4	4	4	62	2	-1	2
chor055	3	1	4	4	6	4	64	2	-1	2
chor055	3	2	6	4	6	4	66	0	0	0
chor055	3	3	6	4	4	4	66	-2	1	-2
chor055	3	4	4	4	2	4	64	-2	1	-2
chor055	3	5	2	4	3	3	62	1	-1	-5
chor055	3	6	3	3	5	3	57	2	-1	2
chor055	3	7	5	3	7	4	59	2	-1	2
chor055	3	8	7	4	5	3	61	-2	1	-2
chor055	3	9	5	3	10	3	59	5	-3	-1
chor055	3	10	10	3	10	3	58	0	0	0
chor055	3	11	10	3	5	3	58	-5	3	1
chor055	3	12	5	3	7	4	59	2	-1	2
chor055	3	13	7	4	2	4	61	-5	3	1
chor055	3	14	2	4	2	4	62	0	0	0
chor055	3	15	2	4	7	4	62	5	-3	-1
chor055	3	16	7	4	2	4	61	-5	3	1
chor055	3	17	2	4	2	4	62	0	0	0
chor055	3	18	2	4	7	4	62	5	-3	-1
chor055	3	19	7	4	5	3	61	-2	1	-2
chor055	3	20	5	3	5	3	59	0	0	0
chor055	3	21	5	3	10	3	59	5	-3	-1
chor055	3	22	10	3	6	3	58	-4	2	-4
chor055	3	23	6	3	2	4	54	-4	3	8
chor055	3	24	2	4	4	4	62	2	-1	2
chor055	3	25	4	4	6	4	64	2	-1	2
chor055	3	26	6	4	6	4	66	0	0	0
chor055	3	27	6	4	6	4	66	0	0	0
chor055	3	28	6	4	5	3	66	-1	0	-7
chor055	3	29	5	3	6	4	59	1	0	7
chor055	3	30	6	4	4	4	66	-2	1	-2
chor055	3	31	4	4	4	4	64	0	0	0
chor055	3	32	4	4	4	4	64	0	0	0
chor055	3	33	4	4	6	4	64	2	-1	2
chor055	3	34	6	4	4	4	66	-2	1	-2
chor055	3	35	4	4	2	4	64	-2	1	-2
chor055	3	36	2	4	7	4	62	5	-3	-1
chor055	3	37	7	4	5	3	61	-2	1	-2
chor055	3	38	5	3	4	4	59	-1	1	5
chor055	3	39	4	4	4	4	64	0	0	0
chor055	3	40	4	4	2	4	64	-2	1	-2
chor055	3	41	2	4	7	4	62	5	-3	-1
chor055	3	42	7	4	5	3	61	-2	1	-2
chor055	3	43	5	3	7	4	59	2	-1	2
chor055	3	44	7	4	2	4	61	-5	3	1
chor055	3	45	2	4	4	4	62	2	-1	2
chor055	3	46	4	4	6	4	64	2	-1	2
chor055	3	47	6	4	4	4	66	-2	1	-2
chor055	3	48	4	4	9	4	64	5	-3	-1
chor055	4	0	5	2	5	3	47	0	1	12
chor055	4	1	5	3	6	3	59	1	-1	-5
chor055	4	2	6	3	5	2	54	-1	0	-7
chor055	4	3	5	2	2	3	47	-3	2	3
chor055	4	4	2	3	3	3	50	1	0	7
chor055	4	5	3	3	5	3	57	2	-1	2
chor055	4	6	5	3	6	3	59	1	-1	-5
chor055	4	7	6	3	6	3	54	0	0	0
chor055	4	8	6	3	5	3	54	-1	1	5
chor055	4	9	5	3	5	3	59	0	0	0
chor055	4	10	5	3	3	3	59	-2	1	-2
chor055	4	11	3	3	1	3	57	-2	1	-2
chor055	4	12	1	3	4	3	55	3	-2	-3
chor055	4	13	4	3	3	3	52	-1	1	5
chor055	4	14	3	3	1	3	57	-2	1	-2
chor055	4	15	1	3	6	3	55	5	-3	-1
chor055	4	16	6	3	4	3	54	-2	1	-2
chor055	4	17	4	3	2	3	52	-2	1	-2
chor055	4	18	2	3	7	3	50	5	-3	-1
chor055	4	19	7	3	5	2	49	-2	1	-2
chor055	4	20	5	2	10	2	47	5	-3	-1
chor055	4	21	10	2	5	2	46	-5	3	1
chor055	4	22	5	2	6	2	47	1	-1	-5
chor055	4	23	6	2	5	2	42	-1	1	5
chor055	4	24	5	2	5	2	47	0	0	0
chor055	4	25	5	2	7	3	47	2	-1	2
chor055	4	26	7	3	2	3	49	-5	3	1
chor055	4	27	2	3	4	3	50	2	-1	2
chor055	4	28	4	3	6	3	52	2	-1	2
chor055	4	29	6	3	2	3	54	-4	2	-4
chor055	4	30	2	3	4	3	50	2	-1	2
chor055	4	31	4	3	6	3	52	2	-1	2
chor055	4	32	6	3	8	3	54	2	-1	2
chor055	4	33	8	3	3	3	56	-5	3	1
chor055	4	34	3	3	3	3	57	0	0	0
chor055	4	35	3	3	1	3	57	-2	1	-2
chor055	4	36	1	3	6	3	55	5	-3	-1
chor055	4	37	6	3	5	3	54	-1	1	5
chor055	4	38	5	3	3	3	59	-2	1	-2
chor055	4	39	3	3	8	3	57	5	-3	-1
chor055	4	40	8	3	7	4	56	-1	1	5
chor055	4	41	7	4	5	3	61	-2	1	-2
chor055	4	42	5	3	10	3	59	5	-3	-1
chor055	4	43	10	3	2	4	58	-8	5	4
chor055	4	44	2	4	8	3	62	6	-4	-6
chor055	4	45	8	3	10	3	56	2	-1	2
chor055	4	46	10	3	5	3	58	-5	3	1
chor055	4	47	5	3	6	3	59	1	-1	-5
chor055	4	48	6	3	5	2	54	-1	0	-7
chor056	1	0	4	4	6	4	64	2	-1	2
chor056	1	1	6	4	1	4	66	-5	3	1
chor056	1	2	1	4	1	4	67	0	0	0
chor056	1	3	1	4	3	4	67	2	-1	2
chor056	1	4	3	4	5	4	69	2	-1	2
chor056	1	5	5	4	5	4	71	0	0	0
chor056	1	6	5	4	4	4	71	-1	0	-7
chor056	1	7	4	4	3	4	64	-1	1	5
chor056	1	8	3	4	1	4	69	-2	1	-2
chor056	1	9	1	4	6	4	67	5	-3	-1
chor056	1	10	6	4	3	4	66	-3	2	3
chor056	1	11	3	4	5	4	69	2	-1	2
chor056	1	12	5	4	7	5	71	2	-1	2
chor056	1	13	7	5	2	5	73	-5	3	1
chor056	1	14	2	5	2	5	74	0	0	0
chor056	1	15	2	5	7	5	74	5	-3	-1
chor056	1	16	7	5	5	4	73	-2	1	-2
chor056	1	17	5	4	3	4	71	-2	1	-2
chor056	1	18	3	4	5	4	69	2	-1	2
chor056	1	19	5	4	7	5	71	2	-1	2
chor056	1	20	7	5	2	5	73	-5	3	1
chor056	1	21	2	5	2	5	74	0	0	0
chor056	1	22	2	5	3	4	74	1	-1	-5
chor056	1	23	3	4	5	4	69	2	-1	2
chor056	1	24	5	4	7	5	71	2	-1	2
chor056	1	25	7	5	2	5	73	-5	3	1
chor056	1	26	2	5	7	5	74	5	-3	-1
chor056	1	27	7	5	5	4	73	-2	1	-2
chor056	1	28	5	4	3	4	71	-2	1	-2
chor056	1	29	3	4	5	4	69	2	-1	2
chor056	1	30	5	4	7	5	71	2	-1	2
chor056	1	31	7	5	2	5	73	-5	3	1
chor056	1	32	2	5	2	5	74	0	0	0
chor056	1	33	2	5	3	4	74	1	-1	-5
chor056	1	34	3	4	1	4	69	-2	1	-2
chor056	1	35	1	4	6	4	67	5	-3	-1
chor056	1	36	6	4	1	4	66	-5	3	1
chor056	1	37	1	4	3	4	67	2	-1	2
chor056	1	38	3	4	5	4	69	2	-1	2
chor056	1	39	5	4	4	4	71	-1	0	-7
chor056	1	40	4	4	6	4	64	2	-1	2
chor056	1	41	6	4	1	4	66	-5	3	1
chor056	1	42	1	4	1	4	67	0	0	0
chor056	1	43	1	4	3	4	67	2	-1	2
chor056	1	44	3	4	5	4	69	2	-1	2
chor056	1	45	5	4	0	5	71	-5	3	1
chor056	1	46	0	5	2	5	72	2	-1	2
chor056	1	47	2	5	2	5	74	0	0	0
chor056	1	48	2	5	5	4	74	3	-2	-3
chor056	1	49	5	4	3	4	71	-2	1	-2
chor056	1	50	3	4	1	4	69	-2	1	-2
chor056	1	51	1	4	6	4	67	5	-3	-1
chor056	1	52	6	4	1	4	66	-5	3	1
chor056	1	53	1	4	3	4	67	2	-1	2
chor056	1	54	3	4	1	4	69	-2	1	-2
chor056	1	55	1	4	6	4	67	5	-3	-1
chor056	1	56	6	4	6	4	66	0	0	0
chor056	1	57	6	4	6	4	66	0	0	0
chor056	1	58	6	4	6	4	66	0	0	0
chor056	2	0	5	3	4	4	59	-1	1	5
chor056	2	1	4	4	4	4	64	0	0	0
chor056	2	2	4	4	4	4	64	0	0	0
chor056	2	3	4	4	6	4	64	2	-1	2
chor056	2	4	6	4	6	4	66	0	0	0
chor056	2	5	6	4	4	4	66	-2	1	-2
chor056	2	6	4	4	9	4	64	5	-3	-1
chor056	2	7	9	4	4	4	63	-5	3	1
chor056	2	8	4	4	9	4	64	5	-3	-1
chor056	2	9	9	4	2	4	63	-7	4	-1
chor056	2	10	2	4	1	4	62	-1	1	5
chor056	2	11	1	4	6	4	67	5	-3	-1
chor056	2	12	6	4	1	4	66	-5	3	1
chor056	2	13	1	4	3	4	67	2	-1	2
chor056	2	14	3	4	4	4	69	1	-1	-5
chor056	2	15	4	4	6	4	64	2	-1	2
chor056	2	16	6	4	1	4	66	-5	3	1
chor056	2	17	1	4	6	4	67	5	-3	-1
chor056	2	18	6	4	4	4	66	-2	1	-2
chor056	2	19	4	4	2	4	64	-2	1	-2
chor056	2	20	2	4	1	4	62	-1	1	5
chor056	2	21	1	4	6	4	67	5	-3	-1
chor056	2	22	6	4	6	4	66	0	0	0
chor056	2	23	6	4	4	4	66	-2	1	-2
chor056	2	24	4	4	2	4	64	-2	1	-2
chor056	2	25	2	4	4	4	62	2	-1	2
chor056	2	26	4	4	6	4	64	2	-1	2
chor056	2	27	6	4	6	4	66	0	0	0
chor056	2	28	6	4	4	4	66	-2	1	-2
chor056	2	29	4	4	2	4	64	-2	1	-2
chor056	2	30	2	4	4	4	62	2	-1	2
chor056	2	31	4	4	6	4	64	2	-1	2
chor056	2	32	6	4	1	4	66	-5	3	1
chor056	2	33	1	4	2	4	67	1	-1	-5
chor056	2	34	2	4	4	4	62	2	-1	2
chor056	2	35	4	4	6	4	64	2	-1	2
chor056	2	36	6	4	4	4	66	-2	1	-2
chor056	2	37	4	4	6	4	64	2	-1	2
chor056	2	38	6	4	4	4	66	-2	1	-2
chor056	2	39	4	4	9	4	64	5	-3	-1
chor056	2	40	9	4	4	4	63	-5	3	1
chor056	2	41	4	4	6	4	64	2	-1	2
chor056	2	42	6	4	1	4	66	-5	3	1
chor056	2	43	1	4	6	4	67	5	-3	-1
